id,title,body,asin,body_html,link,rating,vine_program,verified_purchase,helpful_votes,review_country,is_global_review,position,page,date.raw,date.utc,profile.name,profile.link,profile.id,profile.image,images,videos,attributes,attributes_flat
R2TSDXRMDBCIVZ,grand daughter loves it,Perfect little book to ahow how much they care,B095NP7FLT,<span>Perfect little book to ahow how much they care</span>,https://www.amazon.com/gp/customer-reviews/R2TSDXRMDBCIVZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,5,False,True,,us,False,1,1,"Reviewed in the United States on June 1, 2024",2024-06-01T00:00:00.000Z,WM,https://www.amazon.com/gp/profile/amzn1.account.AFZGLZKIBKWTAVQLAKLLBIG2YGMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFZGLZKIBKWTAVQLAKLLBIG2YGMQ,,,,,
R121UZBTSP7UM9,I love the feel of the cover.,I bought this for a first time daddy for Father’s Day. I’m super excited to give this to him.,B095NP7FLT,<span>I bought this for a first time daddy for Father’s Day. I’m super excited to give this to him.</span>,https://www.amazon.com/gp/customer-reviews/R121UZBTSP7UM9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,5,False,True,2.0,us,False,2,1,"Reviewed in the United States on May 19, 2024",2024-05-19T00:00:00.000Z,Vera L Tilley,https://www.amazon.com/gp/profile/amzn1.account.AHQCYLAB245MEDDURDU666ENZ6QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHQCYLAB245MEDDURDU666ENZ6QA,,,,,
R17T388FZH2LB3,Cute Book!,My kids will be filling this in and giving it to their dad instead of a card for Father's Day! I'm sure he's going to love it,B095NP7FLT,<span>My kids will be filling this in and giving it to their dad instead of a card for Father's Day! I'm sure he's going to love it</span>,https://www.amazon.com/gp/customer-reviews/R17T388FZH2LB3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,5,False,True,4.0,us,False,3,1,"Reviewed in the United States on May 2, 2024",2024-05-02T00:00:00.000Z,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGIHF25DXPAOMYBUE322MBFHER3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGIHF25DXPAOMYBUE322MBFHER3Q,,,,,
R1M1S200QPEN7Z,A great memory piece.,Got this for my 4 year old to give to his daddy for Christmas. I asked him everything and filled in the blanks for him. I didn't know it needed actual pictures to go in it though so he had to give it to him with none in it because we didn't have time to have any printed off before Christmas because it was a last minute find. No big deal really but I don't recall it saying anything about that in the description. Wish I had known. My boyfriend loved it and it will definitely be a treasure he will love forever. It's going to be even better once I get the photos put in.,B095NP7FLT,<span>Got this for my 4 year old to give to his daddy for Christmas. I asked him everything and filled in the blanks for him. I didn't know it needed actual pictures to go in it though so he had to give it to him with none in it because we didn't have time to have any printed off before Christmas because it was a last minute find. No big deal really but I don't recall it saying anything about that in the description. Wish I had known. My boyfriend loved it and it will definitely be a treasure he will love forever. It's going to be even better once I get the photos put in.</span>,https://www.amazon.com/gp/customer-reviews/R1M1S200QPEN7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,5,False,True,13.0,us,False,4,1,"Reviewed in the United States on December 28, 2023",2023-12-28T00:00:00.000Z,Rebecca,https://www.amazon.com/gp/profile/amzn1.account.AF4PXBTZWDNH6P64X7Z6J5OP27PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AF4PXBTZWDNH6P64X7Z6J5OP27PQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/3d89c1aa-44cb-418a-a97e-6aa77fd430c0._CR0,0,375,375_SX48_.jpg",,,,
RSTFMB1QB3HLR,Cute book!,"Super cute little book, and a great idea! It is a little on the flimsy side unfortunately. There are a few too many blank pages (for drawings/photos) in my opinion! It takes away from the quality of the book a little. I’ll give my child a month or so to fill it out because it would be a chore otherwise 😆.",B095NP7FLT,"<span>Super cute little book, and a great idea! It is a little on the flimsy side unfortunately. There are a few too many blank pages (for drawings/photos) in my opinion! It takes away from the quality of the book a little. I’ll give my child a month or so to fill it out because it would be a chore otherwise 😆.</span>",https://www.amazon.com/gp/customer-reviews/RSTFMB1QB3HLR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,4,False,True,5.0,us,False,5,1,"Reviewed in the United States on May 14, 2024",2024-05-14T00:00:00.000Z,Olivia,https://www.amazon.com/gp/profile/amzn1.account.AFUIEA4EGPQIO5K7Y6FI6LR7IKOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFUIEA4EGPQIO5K7Y6FI6LR7IKOQ,,,,,
R1VDCALETR8LLX,Great for fathers day,Very nice book for child. Has prompts for writing and draw in.,B095NP7FLT,<span>Very nice book for child. Has prompts for writing and draw in.</span>,https://www.amazon.com/gp/customer-reviews/R1VDCALETR8LLX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,5,False,True,,us,False,6,1,"Reviewed in the United States on May 13, 2023",2023-05-13T00:00:00.000Z,stephanie,https://www.amazon.com/gp/profile/amzn1.account.AFQ7AAJG4IUJWUZODKMCZS33AIBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFQ7AAJG4IUJWUZODKMCZS33AIBA,,,,,
R20VBHOM3DVQR9,Perfect for dad/printing issue in mine,Mine came with pages from another like kids book in the middle and I had to take them all out which made the book look very empty,B095NP7FLT,<span>Mine came with pages from another like kids book in the middle and I had to take them all out which made the book look very empty</span>,https://www.amazon.com/gp/customer-reviews/R20VBHOM3DVQR9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,3,False,True,13.0,us,False,7,1,"Reviewed in the United States on January 15, 2024",2024-01-15T00:00:00.000Z,Jess,https://www.amazon.com/gp/profile/amzn1.account.AEP4MMORVIJJ64O6AE5PZOGJLF7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AEP4MMORVIJJ64O6AE5PZOGJLF7Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c7f7470e-e7c5-4e24-9815-80848ccd2904._CR83,0,333,333_SX48_.jpg",[{'link': 'https://m.media-amazon.com/images/I/61zjcw3VwZL.jpg'}],,,
R1JQQW49VEOIK4,Very nice,But there's a lot of blank pages.,B095NP7FLT,<span>But there's a lot of blank pages.</span>,https://www.amazon.com/gp/customer-reviews/R1JQQW49VEOIK4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,4,False,True,,us,False,8,1,"Reviewed in the United States on May 22, 2024",2024-05-22T00:00:00.000Z,Amanda and Anna,https://www.amazon.com/gp/profile/amzn1.account.AHYQLVXGCOSEZ7VQBKU7JSO75PZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHYQLVXGCOSEZ7VQBKU7JSO75PZQ,,,,,
R3TKXR7V0K69NK,Very thin paper,When you glue the pictures in it literally just seeks to the next page The pages are super thin even washable markers bleed into the next page so you can't really decorate the pages very disappointed,B095NP7FLT,<span>When you glue the pictures in it literally just seeks to the next page<br>The pages are super thin even washable markers bleed into the next page so you can't really decorate the pages very disappointed</span>,https://www.amazon.com/gp/customer-reviews/R3TKXR7V0K69NK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095NP7FLT,2,False,True,,us,False,9,1,"Reviewed in the United States on May 18, 2024",2024-05-18T00:00:00.000Z,fallon Fischenich,https://www.amazon.com/gp/profile/amzn1.account.AEYDIVYAXJF5ZCOH7WP2UE4MXTYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AEYDIVYAXJF5ZCOH7WP2UE4MXTYA,,,,,
R2YWP9N3EDX5TZ,A really thoughtful gift,"I got this for my husband from our daughter and let her dictate what she would like me to write, what pictures she would like to draw to go with the stories. The writing was painstaking (that’s a me problem) but seeing the joy on her little face and the pride on his makes it worth it. The book has prompts for memories, space for pictures and plenty of room to write. A great idea for a gift for a loved one!",,"<span>I got this for my husband from our daughter and let her dictate what she would like me to write, what pictures she would like to draw to go with the stories. The writing was painstaking (that’s a me problem) but seeing the joy on her little face and the pride on his makes it worth it. The book has prompts for memories, space for pictures and plenty of room to write. A great idea for a gift for a loved one!</span>",,5,False,True,,gb,True,10,1,"Reviewed in the United Kingdom on February 6, 2024",2024-02-06T00:00:00.000Z,MrsS,,,,,,,
R2V2O0YXLUE3G,Lovely gift,"Really lovely book, lots of questions and places for drawings, decent size, Daughters dad loved it",,"<span>Really lovely book, lots of questions and places for drawings, decent size, Daughters dad loved it</span>",,5,False,True,,gb,True,1,2,"Reviewed in the United Kingdom on October 7, 2023",2023-10-07T00:00:00.000Z,harley f.,,,,,,,
R3G12FEA0J0DI1,Fab!,"Great product , with lovely questions inside and space for photos and drawings. Highly recommend .",,"<span>Great product , with lovely questions inside and space for photos and drawings. Highly recommend .</span>",,5,False,True,,gb,True,2,2,"Reviewed in the United Kingdom on December 21, 2023",2023-12-21T00:00:00.000Z,Tina,,,,,,,
RW3ZYXN5UER5C,Lovely little handmade gift,Bought for my stepson to create a handmade thoughtful gift for daddy on his 40th birthday. It prompts lots of a lovely comments from the child filling in the book and lots of space for us to stick in our own photos. Like a little scrap book of comments and memories. Lovely keepsake.,,<span>Bought for my stepson to create a handmade thoughtful gift for daddy on his 40th birthday. It prompts lots of a lovely comments from the child filling in the book and lots of space for us to stick in our own photos. Like a little scrap book of comments and memories. Lovely keepsake.</span>,,5,False,True,,gb,True,3,2,"Reviewed in the United Kingdom on November 9, 2023",2023-11-09T00:00:00.000Z,Tilly Rose,,,,,,,
R11YWE92B2BQ8N,Love this,"My husband loved this when he opened from the kids are Christmas. There are so many pages to add pictures, stories and drawings. It’s definitely something to keep on to and my kids loved putting it together for him.",,"<span>My husband loved this when he opened from the kids are Christmas. There are so many pages to add pictures, stories and drawings. It’s definitely something to keep on to and my kids loved putting it together for him.</span>",,5,False,True,,gb,True,4,2,"Reviewed in the United Kingdom on February 7, 2024",2024-02-07T00:00:00.000Z,Victoria,,,,,,,
R1M9PIEPDO4B00,Nice keepsake,Had fun doing this with my little boy for his dad as a birthday present. Something to keep forever and excellent price.,,<span>Had fun doing this with my little boy for his dad as a birthday present. Something to keep forever and excellent price.</span>,,5,False,True,,gb,True,5,2,"Reviewed in the United Kingdom on March 29, 2024",2024-03-29T00:00:00.000Z,Danielle,,,,,,,
R2TZZ6TRWD82UK,"""Mastering the Game of Power: A Captivating Journey Through 'The 48 Laws of Power' by Robert Greene""","""The 48 Laws of Power"" by Robert Greene is a compelling and thought-provoking book that delves into the dynamics of power and influence in various aspects of life. Here's my review:  Robert Greene's ""The 48 Laws of Power"" is a fascinating exploration of the strategies, tactics, and principles that underlie the acquisition and maintenance of power. Drawing from historical examples, anecdotes, and timeless wisdom, Greene presents 48 laws that illuminate the intricate dynamics of power dynamics in relationships, politics, business, and personal interactions.  One of the strengths of the book is its rich and diverse range of historical and contemporary examples, which illustrate each law in action. Greene's storytelling prowess brings these laws to life, making them relatable and memorable for readers. Additionally, the concise and accessible writing style makes the book engaging and easy to digest, despite its dense subject matter.  Each law is accompanied by practical insights and advice on how to apply it in various contexts, whether in navigating office politics, negotiating deals, or managing interpersonal relationships. While some laws may seem Machiavellian or morally ambiguous, Greene emphasizes the importance of understanding power dynamics for both self-protection and achieving one's goals.  However, it's essential for readers to approach the book with critical thinking and discernment, as blindly adhering to the laws without considering ethical implications can lead to harmful outcomes. Greene himself acknowledges the potential for misuse of power and encourages readers to use the laws responsibly and ethically.  Overall, ""The 48 Laws of Power"" is a compelling and illuminating read that offers valuable insights into human behavior, social dynamics, and the nature of power. Whether you're a business leader, aspiring entrepreneur, or curious individual seeking to understand the world of power and influence, this book provides a wealth of knowledge and wisdom to ponder and apply in your own life.  I highly recommend ""The 48 Laws of Power"" to anyone interested in psychology, sociology, leadership, or personal development. It's a timeless classic that continues to resonate with readers worldwide, offering timeless lessons on navigating the complexities of power in today's world.",0140280197,"<span>""The 48 Laws of Power"" by Robert Greene is a compelling and thought-provoking book that delves into the dynamics of power and influence in various aspects of life. Here's my review:<br><br>Robert Greene's ""The 48 Laws of Power"" is a fascinating exploration of the strategies, tactics, and principles that underlie the acquisition and maintenance of power. Drawing from historical examples, anecdotes, and timeless wisdom, Greene presents 48 laws that illuminate the intricate dynamics of power dynamics in relationships, politics, business, and personal interactions.<br><br>One of the strengths of the book is its rich and diverse range of historical and contemporary examples, which illustrate each law in action. Greene's storytelling prowess brings these laws to life, making them relatable and memorable for readers. Additionally, the concise and accessible writing style makes the book engaging and easy to digest, despite its dense subject matter.<br><br>Each law is accompanied by practical insights and advice on how to apply it in various contexts, whether in navigating office politics, negotiating deals, or managing interpersonal relationships. While some laws may seem Machiavellian or morally ambiguous, Greene emphasizes the importance of understanding power dynamics for both self-protection and achieving one's goals.<br><br>However, it's essential for readers to approach the book with critical thinking and discernment, as blindly adhering to the laws without considering ethical implications can lead to harmful outcomes. Greene himself acknowledges the potential for misuse of power and encourages readers to use the laws responsibly and ethically.<br><br>Overall, ""The 48 Laws of Power"" is a compelling and illuminating read that offers valuable insights into human behavior, social dynamics, and the nature of power. Whether you're a business leader, aspiring entrepreneur, or curious individual seeking to understand the world of power and influence, this book provides a wealth of knowledge and wisdom to ponder and apply in your own life.<br><br>I highly recommend ""The 48 Laws of Power"" to anyone interested in psychology, sociology, leadership, or personal development. It's a timeless classic that continues to resonate with readers worldwide, offering timeless lessons on navigating the complexities of power in today's world.</span>",https://www.amazon.com/gp/customer-reviews/R2TZZ6TRWD82UK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,5,False,True,18.0,us,False,1,1,"Reviewed in the United States on April 28, 2024",2024-04-28T00:00:00.000Z,Niobe23,https://www.amazon.com/gp/profile/amzn1.account.AHZ3LETCFT63R3JRWUYYGDMKIYDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHZ3LETCFT63R3JRWUYYGDMKIYDQ,,,,,
R1NE5WR09W5AN2,Not For The Faint of Heart,"For those who consider ""The 48 Laws of Power"" an ominous guide, they are perceiving it through a misguided lens. This book serves as an essential tool, guiding individuals on how to protect themselves against the perilous influence of negative, deceitful, and potentially harmful individuals. The book's structure is ingeniously designed, with each law being accompanied by real historical anecdotes of transgressions or observances. These tales are nothing short of gripping and immersive, often featuring infamous leaders and influencers. Additionally, the author meticulously presents an interpretation, providing a profound understanding of each law, which is further enriched by revisiting the accompanying story. The book culminates with an impactful image, a distinguished authority's quote, and a decisive reversal, altogether reinforcing the reasons that validate the adherence to these laws. After reading, it is pertinent to meticulously reflect on personal experiences, offering a vital source for wisdom and resilience, as this book is not to be taken lightly. Reflection and prudence are paramount to the application of these laws.  The purpose of reflection and caution is an essential component of mastering the insight offered by 'The 48 Laws of Power'. Highlighting key words and impactful quotes not only solidifies their significance but also serves as a mental anchor in navigating various situations. It encourages a retrospective examination of personal experiences, intricately weaving the wisdom gleaned from these laws with one's own encounters. Furthermore, this reflection beckons the recognition of the responsibility that comes with wielding power judiciously. The book emphasizes the ardent need for delicacy and discernment when applying these laws, cautioning against reckless usage.  The power found within ""The 48 Laws of Power"" is not to be taken lightly. It certainly isn't a mere instructional guide to unleash upon the world. It serves as a stern warning, advising extreme caution. Each law demands careful consideration and offers a double-edged sword, capable of causing harm if misused. The book's purpose is not to manipulate or control people at whim, but instead serves as a tool for protection against those who intend to harm. Readers are urged to learn from it, not to become overbearing but to become more insightful and prepared in navigating the often treacherous sea of human interaction. The reciprocity of its potential risks and benefits should be handled with the utmost discretion.",0140280197,"<span>For those who consider ""The 48 Laws of Power"" an ominous guide, they are perceiving it through a misguided lens. This book serves as an essential tool, guiding individuals on how to protect themselves against the perilous influence of negative, deceitful, and potentially harmful individuals. The book's structure is ingeniously designed, with each law being accompanied by real historical anecdotes of transgressions or observances. These tales are nothing short of gripping and immersive, often featuring infamous leaders and influencers. Additionally, the author meticulously presents an interpretation, providing a profound understanding of each law, which is further enriched by revisiting the accompanying story. The book culminates with an impactful image, a distinguished authority's quote, and a decisive reversal, altogether reinforcing the reasons that validate the adherence to these laws. After reading, it is pertinent to meticulously reflect on personal experiences, offering a vital source for wisdom and resilience, as this book is not to be taken lightly. Reflection and prudence are paramount to the application of these laws.<br><br> The purpose of reflection and caution is an essential component of mastering the insight offered by 'The 48 Laws of Power'. Highlighting key words and impactful quotes not only solidifies their significance but also serves as a mental anchor in navigating various situations. It encourages a retrospective examination of personal experiences, intricately weaving the wisdom gleaned from these laws with one's own encounters. Furthermore, this reflection beckons the recognition of the responsibility that comes with wielding power judiciously. The book emphasizes the ardent need for delicacy and discernment when applying these laws, cautioning against reckless usage.<br><br>The power found within ""The 48 Laws of Power"" is not to be taken lightly. It certainly isn't a mere instructional guide to unleash upon the world. It serves as a stern warning, advising extreme caution. Each law demands careful consideration and offers a double-edged sword, capable of causing harm if misused. The book's purpose is not to manipulate or control people at whim, but instead serves as a tool for protection against those who intend to harm. Readers are urged to learn from it, not to become overbearing but to become more insightful and prepared in navigating the often treacherous sea of human interaction. The reciprocity of its potential risks and benefits should be handled with the utmost discretion.</span>",https://www.amazon.com/gp/customer-reviews/R1NE5WR09W5AN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,5,False,True,164.0,us,False,2,1,"Reviewed in the United States on February 29, 2024",2024-02-29T00:00:00.000Z,Tania,https://www.amazon.com/gp/profile/amzn1.account.AEBV44Q73NFESCNZGAS4XQVCTSMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AEBV44Q73NFESCNZGAS4XQVCTSMA,,,,,
RCSO3VUH54GJN,Fun to read if you like history,I love this book. The examples from history are also amazing. The laws are kind of easy to implement into your life. This book helps me learn laws to use in my life while also teaching me a little bit of world history. I love the red text and the way the book is structured. Robert Greene is a genius.,0140280197,<span>I love this book. The examples from history are also amazing. The laws are kind of easy to implement into your life. This book helps me learn laws to use in my life while also teaching me a little bit of world history. I love the red text and the way the book is structured. Robert Greene is a genius.</span>,https://www.amazon.com/gp/customer-reviews/RCSO3VUH54GJN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,5,False,True,5.0,us,False,3,1,"Reviewed in the United States on May 11, 2024",2024-05-11T00:00:00.000Z,Arianna Mar,https://www.amazon.com/gp/profile/amzn1.account.AGNPV37MV7J2XQH3LKRTYQUP2TNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGNPV37MV7J2XQH3LKRTYQUP2TNQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/90d96ffe-9fe2-4e39-9e3c-ead0743c9347._CR86,0,327,327_SX48_.jpg",,,,
R27SOWBT4I9YY,Interesting book,"I was particularly impressed by Greene's storytelling prowess and his ability to weave together historical anecdotes and real-life examples to illustrate each law in action. Whether recounting the exploits of ancient rulers or modern-day moguls, Greene brings history to life in a way that is both engaging and enlightening. Whether you're an aspiring leader, an ambitious entrepreneur, or simply a student of human nature, this book offers invaluable insights and timeless wisdom to help you navigate life's complexities with grace and mastery. Highly recommended for anyone ready to unlock the secrets of power and success.",0140280197,"<span>I was particularly impressed by Greene's storytelling prowess and his ability to weave together historical anecdotes and real-life examples to illustrate each law in action. Whether recounting the exploits of ancient rulers or modern-day moguls, Greene brings history to life in a way that is both engaging and enlightening. Whether you're an aspiring leader, an ambitious entrepreneur, or simply a student of human nature, this book offers invaluable insights and timeless wisdom to help you navigate life's complexities with grace and mastery. Highly recommended for anyone ready to unlock the secrets of power and success.</span>",https://www.amazon.com/gp/customer-reviews/R27SOWBT4I9YY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,5,False,True,8.0,us,False,4,1,"Reviewed in the United States on April 18, 2024",2024-04-18T00:00:00.000Z,Patel Nil,https://www.amazon.com/gp/profile/amzn1.account.AGSXNDOQB4OC776ZJ6WKPLDHTX2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGSXNDOQB4OC776ZJ6WKPLDHTX2A,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1290bbac-3432-4806-99da-65d9add25734._CR0,26.0,281,281_SX48_.jpg",,,,
R3CRIGYGYX3UAZ,DANGER: read at your own risk,"there seems to be a lot of love and hate surrounding this book, so if you are curious but unsure, this review should help you decide whether or not to buy the book, and how it will impact you  First, to understand the 48 laws of power, you must know two key ideas 1. you CAN NOT escape the power game. thinking you can ""not participate"" is as foolish as thinking that you could somehow escape gravity or make the sun stand still. Robert Greene explains why in the intro with some excellent examples 2. the 48 laws of power are neither good nor evil; they are just LAWS. If someone pushed a man off a cliff would you blame gravity for for his demise? This is the mindset you must adopt in order to learn a lot from this book.  Things I Liked - NEW PARADIGM after reading the 48 laws, you will never see the world the same way again. once you understand some of these laws you will see many underlying currents and motives you did not see before. - INCREASES POWER one of the main reasons to buy the book. you wil become exponentially more powerfull by knowing and understanding these laws -CRYSTAL CLEAR every law is clearly outlined with ""transgression"" of the law, ""observance"" of the law, keys to power, and a ""reversal"" -GREAT STORIES the 48 laws are packed with mindblowing and sometimes humorous stories of people in history practicing these laws. this is helpful as some of the concepts are quite abstract.  What I didn't like  -RISKY an old proverb says "" A man who plays with snakes will eventually be bitten"". If you begin to use the 48 Laws improperly, you could get yourself in some dangerous situations, lose friends, piss off a lot a people, and destroy relationships - REQUIRES DISCERNMENT if you you are looking for a highly concrete book that the says ""do xyz and you will accomplish vyx"" look elsewhere. the Laws require good judgement and and and prospecting nature to practice and apply -NOT FOR EVERYONE If you are aghast at the idea of manipulation and deceit then read with caution.  OVERALL: If you want to have more power or a better understanding of why different situations turn out the the way they do, you should definitely read the 48 laws of power by Robert Greene. If you want to be naive, easily manipulated, weak, you should ignore this book and go watch some netfilx. Thanks for reading",0140280197,"<span>there seems to be a lot of love and hate surrounding this book, so if you are curious but unsure, this review should help you decide whether or not to buy the book, and how it will impact you<br><br>First, to understand the 48 laws of power, you must know two key ideas<br>1. you CAN NOT escape the power game. thinking you can ""not participate"" is as foolish as thinking that you could somehow escape gravity or make the sun stand still. Robert Greene explains why in the intro with some excellent examples<br>2. the 48 laws of power are neither good nor evil; they are just LAWS. If someone pushed a man off a cliff would you blame gravity for for his demise? This is the mindset you must adopt in order to learn a lot from this book.<br><br>Things I Liked<br>- NEW PARADIGM<br>after reading the 48 laws, you will never see the world the same way again. once you understand some of these laws you will see many underlying currents and motives you did not see before.<br>- INCREASES POWER<br>one of the main reasons to buy the book. you wil become exponentially more powerfull by knowing and understanding these laws<br>-CRYSTAL CLEAR<br>every law is clearly outlined with ""transgression"" of the law, ""observance"" of the law, keys to power, and a ""reversal""<br>-GREAT STORIES<br>the 48 laws are packed with mindblowing and sometimes humorous stories of people in history practicing these laws. this is helpful as some of the concepts are quite abstract.<br><br>What I didn't like<br><br>-RISKY<br>an old proverb says "" A man who plays with snakes will eventually be bitten"". If you begin to use the 48 Laws improperly, you could get yourself in some dangerous situations, lose friends, piss off a lot a people, and destroy relationships<br>- REQUIRES DISCERNMENT<br>if you you are looking for a highly concrete book that the says ""do xyz and you will accomplish vyx"" look elsewhere. the Laws require good judgement and and and prospecting nature to practice and apply<br>-NOT FOR EVERYONE<br> If you are aghast at the idea of manipulation and deceit then read with caution.<br><br>OVERALL: If you want to have more power or a better understanding of why different situations turn out the the way they do, you should definitely read the 48 laws of power by Robert Greene. If you want to be naive, easily manipulated, weak, you should ignore this book and go watch some netfilx.<br>Thanks for reading</span>",https://www.amazon.com/gp/customer-reviews/R3CRIGYGYX3UAZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,4,False,True,7196.0,us,False,5,1,"Reviewed in the United States on November 15, 2017",2017-11-15T00:00:00.000Z,J.S. Bach,https://www.amazon.com/gp/profile/amzn1.account.AHDOWYSDMC62N7MKIIA72RLX2GHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHDOWYSDMC62N7MKIIA72RLX2GHA,,[{'link': 'https://images-na.ssl-images-amazon.com/images/I/41minE0+sKL.jpg'}],,,
R2D6WNQI9MT3KJ,A very powerful book,This book has given me such insight into a mindset that’s completely opposite of mine. For me it’s a way to recognize toxic behaviors.,0140280197,<span>This book has given me such insight into a mindset that’s completely opposite of mine. For me it’s a way to recognize toxic behaviors.</span>,https://www.amazon.com/gp/customer-reviews/R2D6WNQI9MT3KJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0140280197,5,False,True,2.0,us,False,6,1,"Reviewed in the United States on May 22, 2024",2024-05-22T00:00:00.000Z,Ashleigh Walli,https://www.amazon.com/gp/profile/amzn1.account.AE4CRRZQ5AZYGL5WJIWXFGVFJMVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AE4CRRZQ5AZYGL5WJIWXFGVFJMVA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a8360efd-9736-4d19-a672-bcf9d46e96ba._CR0,0,499,499_SX48_.jpg",,,,
